101051916,-0.02,-0.46,-1.24,-1.53,0.15,0.58,3.09,2.95,-0.65,-0.99,-1.52,-1.31
101051917,-1.02,-1.08,1.38,1.06,0.9,1.27,1.79,-0.09,-0.02,-0.13,-0.92,-1.64
101051918,-1.11,-1.8,-3.05,-2.22,-2.26,-1.75,-1.74,-2.32,0.05,1.33,-0.09,-0.49
101051919,-0.61,-0.96,0.7,0.15,1.01,1.34,1.07,2.02,1.07,2.08,2.45,1.9
101051920,1.72,1.06,1.44,3.1,3.21,3.46,3.16,3.76,-0.21,-0.94,-1.15,-0.95
101051921,-1.42,-1.12,-1.72,-0.96,-1.62,-1.91,-2.02,-1.67,-1.67,-1.68,-1.66,-2.13
101051922,0.17,-0.16,1.1,1.21,1.38,1.3,-0.15,-0.32,-1.16,-1.66,-2.3,0.53
101051923,0.43,0.53,0.69,1.14,1.92,1.7,1.56,2.51,1.82,1.41,1.4,1.59
101051924,1.64,1.44,0.99,1.51,2.08,2.04,-0.7,-1.16,-1.41,-2.3,-3.23,-2.79
101051925,-2.54,-2.88,-3.48,-3.99,-4.32,-4.83,-5.05,-5.24,-5.64,-3.67,-2.87,-3.08
101051926,-3.01,-3.37,-3.45,-3.77,-3.58,0.41,-0.41,0.91,-0.92,-1.02,0.45,1.97
101051927,-0.48,-0.85,0.15,0,0.05,0.89,-0.32,-0.4,-1.26,-1.45,0.19,0.67
101051928,-0.66,-1.36,0.01,1.25,1.21,3.24,2.9,3.43,2.74,2.92,2.62,1.5
101051929,1.41,1.22,2.13,2.04,2.41,2.25,1.82,0.92,1.37,1.82,2.78,-0.43
101051930,-0.97,-1.39,-1.37,-2.41,-1.57,-2.14,-2.88,-3.15,-3.15,-2.98,-2.37,-2.59
101051931,-2.99,-2.91,-2.89,-3.07,-2.91,-3.41,-3.46,-2.99,-3.78,-3.87,-3.87,1.15
101051932,1.54,1.69,1.19,1.35,0.64,0.98,1.11,1.59,1.72,3.58,3.08,3.64
101051933,-0.73,-0.3,-0.44,-0.44,-0.06,-0.79,-0.6,-0.73,-1.34,-1.76,-2.22,-2.45
101051934,-2.76,-2.91,-2.19,-2.56,-2.86,0.63,0.61,0.7,0.72,-0.06,-0.29,-0.68
101051935,-0.77,-0.93,-0.49,-0.56,-0.15,-0.05,-0.99,-1.77,-2.25,0.45,0.7,-0.59
101051936,-0.5,-0.61,0.01,0.79,-1.02,-1.92,-1.13,-1.62,-1.78,0.34,-0.35,0.1
101051937,1.27,-0.31,-1.01,-0.64,-0.61,-0.89,-0.97,-0.9,-0.95,0.94,-0.53,-0.82
101051938,-0.88,-1.92,-1.79,0.41,0.38,0.95,1.41,1.97,-0.57,-1.38,-1.01,-1.6
101051939,0.27,1.96,1.62,1.58,1.78,3.11,-0.14,-0.13,-0.45,-1.19,-1.93,-2.33
101051940,-2.72,0.19,-0.06,-0.08,-0.31,0.08,1.05,1.15,-0.55,-0.8,-0.54,-0.81
101051941,-1.13,-1.95,-2.27,-2.61,-3.58,-3.82,-3.17,-3.02,-3.57,-3.41,-3.45,-3.53
101051942,-3.78,-3.46,-3.33,-3.9,-4.48,-4.71,-5.27,-4.17,-3.88,-3.77,-4.25,-3.17
101051943,-3.76,-3.98,-3.47,-3.67,-3.87,-4.18,-4.7,-5,-3.8,-3.96,-4.18,-4.23
101051944,-4.36,-2.83,-1.62,-1.32,-1.67,-2.16,-2.62,-2.19,-2.05,-2.63,-2.91,0.36
101051945,0.08,1.07,-0.36,-0.35,-0.45,-0.26,-0.56,-0.42,-0.82,-1.03,0.36,0.46
101051946,1.52,2.36,1.76,1.11,1.61,1.6,1.96,1.96,2.56,2.2,2.42,1.74
101051947,2.56,-0.7,-0.8,-0.71,-0.7,-0.3,-0.64,-0.78,-1.41,-1.84,-1.19,-1.6
101051948,-1.77,1.56,2.06,-0.69,-0.64,-0.82,-0.75,-1.31,-1.09,-1.52,2.06,1.63
101051949,3.15,2.56,2.31,1.8,1.52,2.47,2.56,2.7,2.64,2.7,1.58,1.13
101051950,2.38,2.66,2.9,2.17,1.92,1.95,3.04,4.42,4.3,3.34,3.1,2.26
101051951,2.38,2.33,2.95,2.75,-1.02,-0.69,-0.75,-1.62,-1.25,-1.45,0.4,1.6
101051952,1.65,-0.52,-0.4,-1,-1.28,-2.29,-3.46,-2.65,-2.65,-2.43,-2.4,-2.44
101051953,0.08,0.89,0.33,0.94,0.9,-0.82,-0.78,-1.73,-1.7,-2.51,-3.3,-2.82
101051954,-1.55,-1.93,-2.71,-2.46,-2.08,-2.45,-3.19,-3.85,-4.4,-4.36,-4.29,-3.44
101051955,-3.63,-2.77,-2.04,-1.8,-1.32,-1.4,-0.96,-1.36,-2.23,-2.28,-2.37,-2.61
101051956,-2.87,-1.56,-2,-0.94,-1.4,-1.03,-1.26,-1.18,-1.56,-1.44,-1.96,0.33
101051957,0.99,1.12,-0.69,-1.04,-1.23,-0.79,-1.15,-1.46,0.81,1.03,2.92,-0.21
101051958,-0.76,-0.96,-1.41,0.88,0.74,0.63,1.9,1.77,2.36,-0.47,-0.44,-1.34
101051959,-1.35,-1.58,-1.84,0,0.29,0.31,0.29,0.45,0.21,0.54,0.32,0.6
101051960,0.56,0.09,0.56,-0.78,-0.85,-0.76,-1.27,0.42,0.92,1.4,-0.16,-0.6
101051961,-1.16,0.5,0.99,0.52,0.65,1.27,1.11,1.25,-0.4,-0.69,0.25,1.55
101051962,2.2,2.5,2.15,2.49,-1.05,-0.91,-1.39,-1.92,-1.61,-1.77,-1.73,-2.04
101051963,-2.36,-2.72,0.57,0.85,0.87,1.07,1.46,-0.27,-0.95,-1.93,-1.84,-1.76
101051964,0.13,-0.15,1.03,2.36,-0.56,-1.18,0.25,0.36,0.48,0.83,-0.1,-0.21
101051965,-0.65,0.12,0.91,-0.34,-1.11,0.37,0.59,0.82,-0.14,-0.61,-1.56,-2.39
101051966,-2.22,-2.03,-2.8,-2.59,0.59,-0.39,-0.63,0.57,1.03,0.97,-0.53,-0.38
101051967,-1.12,-1.13,-2.18,-2.32,1.17,1.13,2.46,3.83,3.54,3.41,3.21,3.81
101051968,3.66,-0.89,-0.78,-0.79,-0.05,-0.78,-0.86,-1.07,-0.79,-1.01,-1.14,-1.1
101051969,-1.11,-0.61,-1.04,0.7,0.73,0.36,0.23,0.47,0.52,0.74,0.45,1.5
101051970,-0.67,-1.07,0.21,1.65,-0.27,0.3,-0.22,-0.34,-0.77,0.86,0.33,0.01
101051971,0.13,0.97,0.87,0.62,0.53,0.25,0.6,0.79,0.93,-0.5,-1.13,0.46
101051972,0.84,-0.66,-0.65,-1.02,0.03,0.1,0.79,0.64,1.15,1.41,1.67,1.93
101051973,2,1.73,3.68,3.61,3.64,3.7,3.77,3.2,2.51,2.21,2.69,2.77
101051974,3.83,3.66,2.65,2.35,2.97,3.03,2.86,2.98,3.19,2.65,2.51,2.65
101051975,2.56,2.24,3.83,3.05,2.92,2.85,3.41,3.52,4.48,5.9,5.17,4.28
101051976,3.56,2.69,2.53,1.33,1.71,2.34,2.3,2.17,2.38,3.02,-0.28,-0.61
101051977,-0.9,-1.19,0.67,1.18,-0.65,-0.79,-1.61,-2.05,1.2,1.85,3.19,-0.58
101051978,-0.75,-1.7,-1.76,-2.17,-0.81,-0.57,-0.6,-0.8,-1.25,-1.6,-1.83,0.32
101051979,0.88,0.68,0.29,1.16,1.26,1,1.55,2.18,3.39,3.16,3.68,2.7
101051980,2.29,1.28,3.47,3.39,3.97,-0.26,-0.87,-1.4,-0.64,-0.63,-0.48,-1.38
101051981,-2.05,-2.2,-2.22,-2.58,-2.45,0.11,0.15,0.95,-0.32,-0.1,-0.35,-0.67
101051982,1.05,-0.03,-0.75,0.92,0.35,0.22,0.39,0.88,0.32,0.09,0.32,1.11
101051983,-0.54,-0.41,-0.48,1.98,3.81,3.84,2.76,1.76,1.15,0.67,1.43,2.59
101051984,1.83,1.1,0.9,1.23,2.44,-0.39,-0.36,-0.6,-1.41,1.21,1.7,-0.81
101051985,-1.08,-1.11,-1.95,-2.14,0.27,0.33,0.78,1.73,1.61,2.14,-0.59,-1.16
101051986,-2.1,-2.28,-2.82,-3.71,0.33,0.65,0.11,0.41,0.46,0.88,2.25,2.03
101051987,1.69,1.95,-0.61,-1.37,-2.13,-2.02,-2.34,-2.95,-2.41,-2.61,-2.23,-2.02
101051988,-2.06,-2.51,-2.97,-2.79,-3.08,-3.86,-3.64,-4.22,0.91,1.22,1.7,1.39
101051989,1.89,2.45,2.13,1.55,1.55,3.96,4.58,4.54,5.42,4.96,4.74,3.96
101051990,3.9,4.34,4.19,3.69,3.77,-0.26,-0.55,-1.43,-1.86,-1.56,-1.67,2.62
101051991,1.82,2.85,3.02,4.21,5.71,-0.24,-0.62,-0.79,-0.85,-1.13,-1.27,1.5
101051992,-0.65,-1.07,-1.23,-1.73,-2.1,1.24,1.77,2.43,2.88,2.83,3.01,-0.06
101051993,-0.31,-0.86,-0.61,-0.61,-0.26,-0.45,-1.26,0.39,0.93,0.61,0.38,0.33
101051994,0.61,1.29,2.02,1.37,1.7,2.56,3.36,3.08,2.88,3.37,0,-0.42
101051995,-0.49,-0.54,-0.96,-0.67,-0.84,0.11,0.04,0.02,0.12,1.1,1.44,1.05
101051996,1.33,-0.7,-0.35,-0.02,-0.8,-1,0.64,0.77,1.64,1.65,1.91,1.99
101051997,2.03,1.69,1.32,1.13,1.92,4.14,3.2,3.23,3.33,4.02,3.35,2.73
101051998,2.91,2.92,-0.27,0.35,-0.39,-0.75,-0.47,-0.47,-1.31,-1.62,-1.99,0.43
101051999,1.49,-0.61,-0.47,-0.82,0.15,1.15,-0.2,-1.19,-1.89,-2.27,-2.08,-2.43
101052000,-2.28,-2.73,-2.85,-1.29,-2.16,-1.85,-2.38,-3.11,-3.27,-3.98,0.82,0.54
101052001,0.65,0.74,0.52,0.39,0.87,1.87,1.93,2.71,3.17,3.59,3.06,2.9
101052002,2.94,1.94,2.1,0.87,1.39,0.88,0.85,0.69,1.45,1.83,1.72,1.83
101052003,0.94,1.72,-0.87,-0.94,1.5,1.94,2.04,2.33,2.79,-0.3,-0.07,-0.46
101052004,-0.87,-0.08,-0.27,-0.48,-0.63,0.94,1.55,2.1,2.47,2.93,3.47,3.86
101052005,-0.51,-0.56,-1.22,-0.76,-1.51,0.53,0.83,1.49,1.47,-0.84,-0.95,-0.89
101052006,-0.55,-0.96,-1.76,-1.64,-1.52,-1.9,-2.51,-2.8,-2.45,-1.63,-1.32,-1.51
101052007,-1.78,-2.3,-3.5,-3.5,-4.21,-4.64,-4.13,-4.68,-4.76,-4.27,-4.2,-4.49
101052008,-4.62,-4.38,-4.27,-3.9,-2.88,-3.13,-3.33,-2.56,-3.04,-2.62,-2.76,1.28
101052009,0.84,0.31,0.16,0.22,1.35,0.9,1.47,1.57,3.03,4.76,-0.51,-0.2
101052010,-0.13,-0.44,-0.69,-1.21,-0.48,-0.79,-1.16,-1.36,-1.85,-1.53,-1.03,-1.56
101052011,-1.51,-2.09,0.7,2.28,1.57,1.48,0.69,0.67,1.67,1.24,1.2,1.31
101052012,1.5,-0.64,-1.4,-2.19,-2.59,-2.88,0.21,0.25,0.94,1.33,-0.66,0.18
101052013,0.86,0.3,0.25,0.59,0.89,0.92,2.64,2.89,2.79,-0.38,-0.45,-0.19
101052014,-0.79,-0.59,-1.27,0.71,0.28,1.25,1.51,1.7,1.09,2.46,2.21,2.09
101052015,1.62,1.31,1.19,1.58,1.71,1.04,1.08,2.08,1.27,1.11,1.34,2.44
101052016,-0.25,-0.09,-0.51,-0.73,-1.46,-1.53,-1.56,-1.04,-1.98,-2.83,-2.96,-2.73
101052017,-2.5,-3.04,-2.97,-2.97,0.39,1.15,1.66,2.64,2.74,3.25,2.07,1.81
101052018,0.86,1.98,1.46,2.54,2.26,2.24,1.65,1.09,1.11,0.7,1.04,1.7
101052019,1.82,3.57,2.69,2.96,2.48,2.26,2.55,2.7,1.34,2.49,2.33,2.41
101052020,2.9,4.31,4.5,4.79,4.29,4.27,4.15,4.91,4.92,5.18,4.01,3.5
101052021,2.56,2.27,3.16,2.53,2.35,3.27,4.12,5.57,5.88,5.84,4.61,3.91
101052022,3.77,4.08,4,0,-0.25,-0.71,-1.11,-0.93,-0.93,-0.95,-0.92,-0.54
101052023,-0.53,-0.61,-0.36,-0.25,-0.61,-0.67,-0.7,0.82,-0.78,-1.57,-2.09,-2.19
101052024,-1.49,-1.54,-1.48,-1.26,-0.95,-1.3,-0.99,-1.84,-0.93,-1.72,-2.1,-2.14
101052025,-2.22,-2.01,-1.71,-1.13,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
102051895,0.69,-0.65,-0.27,-0.77,0.06,0.35,0.47,1,-0.38,-0.39,-0.91,-1.11
102051896,-1.53,-1.4,-1.38,-1.73,-1.83,-1.64,-1.44,-2.07,-2.48,-2.81,-2.46,-3.23
102051897,-3.21,-3.08,-1.76,-1.79,-1.82,-2.46,-2.58,-2.63,-3.56,-3.93,-4.55,-3.81
102051898,-3.58,-4.3,-4.7,-4,-4.82,-4.92,-0.02,0.13,-0.19,0.86,0.86,0.19
102051899,0.2,0.76,1.78,-0.25,-1.1,-1.76,-1.53,-1.94,-2.6,-2.76,-2.87,-2.39
102051900,-2.57,0.38,0.36,1.96,1.37,3.31,3.04,2.38,2.27,3.1,2.92,2.38
102051901,2.16,1.46,1.75,1.88,2.36,1.82,0.75,3.25,3.69,-0.52,-0.9,0.71
102051902,0.39,0.45,0.97,-0.59,-1.53,-2.51,-3.46,-3.93,-3.77,-3.38,-3.23,-3.04
102051903,-3.29,1.68,1.21,0.81,1.38,1.45,-0.1,-0.05,-0.86,-0.88,-1.38,-1.97
102051904,-2.13,-2.76,-2.72,-2.86,-2.78,-2.55,-2.21,-1.33,-1.88,-2.44,-2.27,-2.14
102051905,-1.99,-1.12,-1.86,-1.87,0.31,0.98,1.01,1.62,1.21,1.67,-0.65,-0.31
102051906,-0.5,-1.28,0.91,-1.12,-1.06,-0.05,1.15,1.43,2.66,2.86,-0.13,-0.3
102051907,-1.36,-1.41,-2.33,0.22,1.64,-0.07,-0.31,-0.53,0.63,0.25,0.61,-0.3
102051908,-0.66,-0.24,-0.79,-1.02,0.51,-0.41,-0.53,-0.57,-1.12,-1.32,-2.2,-1.52
102051909,-2.02,0.58,1.52,1.74,1.97,3.64,-0.02,-0.1,-0.47,-0.54,-1.55,-1.59
102051910,-1.93,-1.92,-3.17,-3.61,0.66,2.06,2.55,2.36,-0.26,-0.11,-0.81,-1.18
102051911,-1.23,-1.43,-2.33,1.17,0.4,0.14,0.5,0.89,0.17,0.26,0.36,0.9
102051912,0.67,0.58,1.46,2.18,1.98,2.34,2.45,3.32,3.17,-0.16,-0.8,0.15
102051913,0.52,0.74,-0.06,-0.8,-0.47,-0.4,-0.78,-1.09,0.52,-0.26,-1.09,-1.37
102051914,-2.13,-2.32,-2.67,-2.43,-2.95,-3.51,-3.44,-2.27,-2.15,-2.07,-2.27,-1.82
102051915,-1.76,-1.96,-2.34,-3.36,-2.98,-3.01,0,0.98,1.34,1.55,1.49,1.73
102051916,-0.23,-0.78,-1.6,-1.87,-0.02,0.28,2.96,-0.2,-0.58,-0.94,-1.34,-1.32
102051917,0.35,0.47,1.75,1.34,1.3,1.53,1.75,2.22,2.23,0.02,-0.64,-1.4
102051918,0.9,-0.7,-2.16,-1.31,-1.61,-1.32,-1.32,-2.11,0.09,1.93,1.92,-0.34
102051919,-0.23,-0.23,-0.05,-0.75,0.41,0.69,0.73,1.63,-0.8,0.49,0.39,0.45
102051920,0.4,0.07,0.67,2.36,2.67,2.93,3.18,4.84,-0.25,-0.96,-1.33,-0.68
102051921,-1,-0.62,-1.43,-0.81,-1.37,-1.95,-2.14,-2,-2.06,-1.99,-1.9,-2.36
102051922,0.54,0.26,1.18,1.26,1.83,1.95,-0.19,-0.58,-1.37,-1.62,-2.3,0.46
102051923,-0.42,-0.27,-0.35,0.64,2.01,-0.42,-0.53,0.66,-0.66,-1.11,0.22,0.3
102051924,0.45,0.45,0.12,0.82,1.34,-0.1,-0.75,-1.34,-1.36,-2.26,-3.33,-2.74
102051925,-1.96,-2.48,-2.9,-3.65,-3.94,-4.49,-4.71,-5.22,-5.69,1.47,1.55,-0.26
102051926,-0.07,-0.56,-0.82,-1.51,-1.57,-1.18,-1.12,-0.14,-0.91,-1.06,0.39,1.25
102051927,-0.94,-1.25,-1.15,-1.59,-1.57,-0.96,-1.11,-1.19,-2.01,-1.98,-1.65,-0.67
102051928,-1.5,-2.1,0.23,1.32,1.21,3.09,2.72,3.05,2.47,2.38,2.02,0.93
102051929,1,1.1,2.38,2.22,3.17,2.82,2.02,0.76,1.33,1.85,4.32,-0.4
102051930,-0.91,-1.67,-1.47,-2.38,-1.49,-1.94,-2.5,-2.72,-2.55,-2.5,-1.86,-2.2
102051931,-2.64,-2.92,-3.14,-3.18,-3.25,-3.84,-3.96,-3.73,-4.47,-4.49,-4.72,0.92
102051932,1.14,1.39,1.11,0.85,0.42,0.67,0.93,1.63,1.43,2.94,2.91,4.21
102051933,-0.86,-0.64,-0.86,-0.95,-1.04,-1.57,-1.53,-1.3,-1.65,-2.04,-2.51,-2.9
102051934,-2.92,-2.93,-2.16,-2.59,-2.75,0.71,1.11,1.69,1.34,2.51,-0.09,-0.54
102051935,-1.14,-1.26,0.34,0.52,0.63,0.88,-0.58,-0.77,-1.58,-1.69,-1.39,-1.62
102051936,1.2,1.45,1.06,1.56,-1.16,-2.3,-1.51,-1.54,-1.9,-1.93,-2.58,0.32
102051937,1.98,-0.26,-0.95,-0.46,-0.33,-0.68,-1.07,-0.8,-1.08,0.97,-0.53,-0.98
102051938,-1.36,-2.33,0.13,1.37,1.07,1.74,2.43,2.62,-0.53,-1.48,-1.08,-1.65
102051939,-0.03,1.49,0.98,0.78,0.7,1.19,0.99,1.8,-0.04,-0.86,-1.67,-2.04
102051940,-2.08,-1.37,-1.27,-1.5,-1.64,0.5,1.26,0.01,-0.49,-0.64,-0.8,-1
102051941,-1.48,-2.13,-2.33,-2.6,-3.53,-3.67,-2.83,-1.67,-2.17,-2.14,-2.36,-2.17
102051942,-2.63,-2.43,-2.29,-3.2,-3.27,-3.2,-3.5,-2.16,-1.81,-1.88,-2.24,-0.57
102051943,-1.42,-1.87,-1.09,-0.98,-1.51,-2.03,-2.31,-2.67,-2.11,-2.46,-2.88,-3.07
102051944,-3.44,1.08,1.81,2.2,-0.61,-1.1,-1.87,-1.78,-1.63,-2.27,-2.64,-2.45
102051945,-2.49,0.76,0.29,0.61,0.57,-0.03,-0.33,-0.6,-1.04,0.29,0.33,0.63
102051946,1.83,2.55,2.09,1.39,2.19,2.33,2.83,2.72,3.56,3.17,3.43,2.86
102051947,3.99,-0.67,-0.58,-0.59,-0.53,-0.1,-0.42,-0.62,-1.39,-1.74,-1.18,-1.51
102051948,-1.56,1.01,1.14,-0.25,-0.37,-0.56,-0.59,-0.7,-0.61,-1.11,3.03,2.59
102051949,3.79,3.61,3.27,2.82,2.67,2.97,2.83,2.69,2.64,3.03,2.03,1.51
102051950,1.67,1.35,1.83,1.03,0.7,0.94,2.02,2.8,3.02,-0.32,-0.57,-0.94
102051951,-1.02,-1.06,1.15,1.33,-0.89,-0.39,-0.58,-1.14,0.39,0.29,0.45,1.52
102051952,-0.14,-0.72,-0.58,-1.33,-1.39,-2.03,-3.03,-1.86,-1.87,-1.64,-1.77,-1.6
102051953,-1.22,-0.67,-1.25,-0.89,-0.79,-1.22,-0.99,-1.79,-1.69,-2.44,-3.07,-2.17
102051954,-1.14,-1.63,-2.1,-2.35,-2.03,-2.2,-2.74,-3.47,-4.14,-4.45,-4.22,-3.58
102051955,-3.61,-2.88,-2.93,-2.55,-1.99,-1.9,-1.4,-1.8,-2.75,-2.47,-2.09,-2.6
102051956,-3.12,-1.68,-1.78,-1.14,-1.47,-1.57,-1.63,-1.82,-2.27,-2.21,-2.4,-2.13
102051957,-1.61,-1.27,-1.74,-1.6,-1.57,-1.04,-1.46,-1.87,1.12,1.32,2.86,-0.2
102051958,-0.8,-0.84,-1.26,-0.82,-1.22,-1.22,0.83,0.57,0.83,-0.35,-0.45,-1.24
102051959,-1.17,-1.43,-1.43,-1.51,0.75,-0.23,-0.61,-0.76,0.35,0.68,0.93,-0.29
102051960,-0.21,-0.62,-0.12,-0.84,-1.08,-1.27,-1.92,-1.36,-0.93,-0.56,-0.68,-1.08
102051961,-1.63,1.62,1.85,1.54,1.53,2.24,2.27,2.13,1.78,1.24,1.03,2.68
102051962,3.47,3.07,2.61,2.72,-1.02,-0.88,-1.14,-1.67,-1.5,-1.63,-1.04,-1.39
102051963,-1.21,-1.75,0.29,0.82,0.64,1.04,1.57,-0.61,-1.02,-1.96,0.12,0.07
102051964,0.23,-0.25,1.08,2.63,-0.51,-0.85,0.48,0.59,0.3,0.69,-0.14,-0.26
102051965,-0.84,0.1,0.82,-0.41,-1.21,0.88,0.82,0.81,-0.06,-0.42,-1.11,-1.95
102051966,-1.88,-1.41,-1.81,0.3,0.95,-0.39,-0.84,0.52,1.17,1.48,-0.33,-0.76
102051967,-1.41,-1.32,-2.42,-2.63,0.77,1.08,2.12,3.16,3.23,3.26,3.53,4.18
102051968,4,-0.95,-1.31,-1.08,-0.65,-1.23,-0.69,-1.04,-0.79,-1.04,-1.14,0.19
102051969,0.32,-0.03,-0.42,0.12,1.11,-0.22,-0.51,-0.71,-0.42,-0.61,-0.96,-0.43
102051970,-1.04,-1.61,0.36,1.05,-0.46,-0.15,-0.42,-0.19,-0.81,0.75,-0.37,-0.62
102051971,-0.59,0.92,1.24,0.95,0.64,0.55,1.41,1.17,1.42,-0.52,-1.11,0.55
102051972,1.32,-0.58,-0.63,-1.06,0.19,0.24,0.3,-0.41,0.53,0.79,0.87,1.31
102051973,1.57,1.03,2.14,2.36,3.36,3.64,3.36,2.99,2.4,1.8,1.79,2.36
102051974,2.74,2.77,1.6,1.63,2.13,1.93,1.56,2.18,2.14,1.64,1.52,1.75
102051975,1.79,1.98,2.76,1.95,1.84,1.95,2.26,2.41,3.33,3.97,3.41,2.86
102051976,2.57,1.52,2.39,1.18,2.27,2.85,2.96,2.86,2.7,2.68,2.34,2.02
102051977,1.64,1.08,2.1,2.35,-0.35,-0.82,-1.33,-1.72,1.61,3.09,3.98,-0.54
102051978,-0.47,-1.44,-1.73,-2.08,-1.09,-1.02,-1.43,-1.39,-1.97,-2.48,-2.85,0.34
102051979,0.8,0.65,0.58,2.28,2.51,1.93,2.23,2.47,3.69,3.3,3.69,2.57
102051980,2.32,1.41,3.83,4.13,4.33,-0.49,-1.55,-2.36,-1.2,-0.87,-0.71,-1.6
102051981,-2.43,-2.14,-1.84,-2.2,-2.32,-1.8,-2.07,0.61,-0.43,-0.14,-0.44,0.2
102051982,1.01,1.32,-0.98,1.08,0.6,1.18,1.12,-0.22,-0.68,0.09,0.53,1.36
102051983,-0.62,0.31,0.05,0.9,2.26,2.09,-0.68,-1.55,-1.65,-1.62,1.27,2.46
102051984,1.81,1.17,0.76,1.33,2.18,-0.55,0.35,0.5,-0.88,0.71,0.91,-0.77
102051985,-1.1,-0.88,-1.82,-2.25,0.16,0.16,1.68,2.48,2.09,2.62,-0.45,-0.92
102051986,-1.84,-2.25,-2.95,-3.75,-3.28,-3.55,-3.99,-3.34,-3.19,-2.03,-1.11,-1.38
102051987,-1.08,-0.64,-0.92,-1.6,-1.92,-1.38,-1.52,-1.99,-2.02,-2.21,-2.41,-2.54
102051988,-2.29,-2.71,-3.32,-3.1,-3.25,-3.92,-3.73,-3.81,1.43,1.54,1.98,1.3
102051989,1.48,1.77,1.57,1.19,1.22,3.06,3.75,3.23,4.09,3.58,3.81,3.21
102051990,3.55,4.33,4.18,-0.41,-0.07,-0.33,-0.65,-1.36,-1.51,-1.31,-1.39,0.86
102051991,0.2,0.39,0.36,0.92,1.55,1.6,-0.27,-0.41,-0.49,-1.32,-1.23,-0.67
102051992,-1.14,-1.18,-1.56,-1.93,-2.4,0.73,1.04,1.81,2.13,2.17,3.01,2.85
102051993,2.68,-0.64,-0.7,-0.89,-0.6,-1.04,-2.01,-2.1,-2.15,-2.1,-2.2,-2.11
102051994,0.29,0.49,1.02,0.82,0.86,1.68,2.22,1.95,2.28,2.96,-0.03,-0.35
102051995,-0.52,-0.32,-0.84,-1,-1.37,-1.17,-1.5,-1.7,0.27,2.23,2.86,2.24
102051996,3.01,2.13,2.69,2.4,1.71,1.13,1.65,1.56,2.3,1.98,2.1,1.75
102051997,1.92,1.72,1.23,1.2,2.02,3.8,3.25,2.64,2.93,3.76,3.24,2.69
102051998,2.95,3.05,2.52,2.82,-0.56,-0.59,-0.72,-0.79,-1.69,-2.35,-2.22,0.23
102051999,0.9,-0.35,-0.55,-0.99,0.13,1.81,-0.11,-1.11,-1.82,-1.78,-2.13,-2.58
102052000,-2.32,-2.9,-2.66,-1.34,-2.08,-1.88,-2.62,-3.2,-3.13,-3.72,1.28,0.62
102052001,0.58,0.32,0.7,0.34,0.63,1.45,1.42,2.15,2.81,2.74,-0.04,-0.05
102052002,0.09,-0.63,-0.43,-1.24,0.67,0.56,0.51,0.33,1.29,1.66,1.97,2.1
